"","date","133715PC050500AGe","133715PC050500FGe","133715PC051000AGe","133715PC051000FGe","144934PC031000AGe","144934PC050500AGe","144934PC051000AGe","17010105PC050500AIS","17010105PC050500JIS","17010105PC051000AIS","17010105PC070200AIS","17010105PC070250AIS","17010105PT070200AIS","17010105PT070330AIS","17010702PC050500AIS","17010702PC051000AIS","17010702PC070200AIS","17010702PC070350AIS","17011901PC070200AIS","17011901PC070250AIS","17011901PC070300AIS","17011901PC081000AIS","17011901PT080500PIS","17011901PT081000AIS","17011901PT081000PIS","17013059PC050500AIS","17013059PC051000AIS","17013228PC081000AIS","17013228PT080500AIS","17013228PT081000AIS","17113015PC042000JIS","17113015PC091500JIS","17120706PC030500ANo","17120706PC031000ANo","17120706PT070200ANo","17120706PT070250ANo","17121201PC030500ANo","17121201PC031000ANo","17121201PC060500ANo","17121201PC070200ANo","17121201PC070200FNo","17121201PC070250ANo","17121201PC080500ANo","17121201PC081000ANo","17121201PT070200ANo","17121201PT070250ANo","17121201PT070330ANo","17121201PT080500ANo","17121201PT081000ANo","17121201PT081000PNo","17123003PC030500ANo","17123003PC031000ANo","17123092PC030500ANo","17123117PC031000JNo","17123117PC042000JNo","17123117PT021000JNo","17133005PC021000JIS","17133005PT020500JIS","17133005PT020750JIS","17133005PT021000JIS","17163181PC060250FIS","17163181PC060375FIS","17163181PC060375JIS","17163181PC060500FIS","17173060PC030500AIS","17173060PC031000AIS","17181313PC051000AIS","17181313PC060200AIS","17181313PC060250AIS","17181313PC060350AIS","17181313PC060500AIS","17181313PC080500AIS","17181313PC081000AIS","17183005PC042000JIS","17183005PC070250JIS","17183015PC051000NIS","17201607PC030500AIS","17201607PC031000AIS","17201607PC070200AIS","17201607PC070250AIS","17201607PC070330AIS","17223006PC080500AIS","17223006PC081000AIS","17223006PC081000JIS","17223006PC081000PIS","17223006PT081000JIS","172582PC010200AGe","172582PC010250AGe","172582PC031000AGe","172582PC060350AGe","172582PC060500AGe","172582PC060500FGe","172582PC070200AGe","172582PT070200AGe","172582PT070200FGe","172582PT070350AGe","172791PC031000AGe","172791PC070200AGe","172791PC070250AGe","172791PT070200AGe","172791PT070200FGe","172791PT081000AGe","17320105PC031000JIS","17320105PC070330JIS","217974PC081000AGe","217974PC081000JGe","217974PT081000AGe","218037PC091500JGe","219407PM100500WGe","219407PM101000JGe","219407PM101000WGe","222122PC042000JGe","223707PC020500JGe","223707PC021000JGe","224181PC030500AIS","224181PC031000AIS","36867PC030500AGe","36867PC031000AGe","37238PC070200FGe","37238PC070250FGe","37238PC070300FGe","37238PC070350FGe","37403PC030500AGe","37403PC031000AGe","37403PC060350AGe","37403PC060500AGe","45245PC020750JGe","45245PC021000JGe","45245PC091500JGe","45245PT021000JGe","45245PT091500JGe","48074PC031000AGe","48074PC051000AGe","48074PC051000FGe"
"21",201509,800.32,183.04,4304.96,140.8,3096.9,1353.6,86.4,0,0,0,937.5,0,0,0,839.36,5172.48,925.5,0,0,0,0,75.04,67.2,523.32,2227.5,0,4526.72,347.48,507.32,152.88,241.54,951.84,2623.8,521.7,0,0,0,5732.7,731.16,0,0,460.5,0,0,0,243.75,0,3088.96,0,533.7,437.4,11479.5,0,2393.4,907.66,2681.7,0,0,0,623.7,0,0,0,0,24.3,1218,6407.04,0,494.63,5.25,177.48,0,2037,0,0,0,0,599.4,0,0,0,216.44,1184.4,442.68,144.48,0,0,0,13986,11327.25,8402.4,276.12,20829.38,4613.63,3192.38,318.38,8389.2,3959.63,661.13,976.13,241.5,3209.36,573,0,0,0,0,1743.12,0,627.48,0,305.24,432,2706.3,94.8,4938.3,0,3179.1,3468.68,8034.88,0,143.48,2556.6,10751.1,16939.13,6484.68,104.1,2310.9,591.6,285.9,1495.44,2459.7,3296.64,0
"22",201510,2018.24,375.04,4791.36,482.88,4095.3,1142.08,268.8,0,0,0,1429.13,0,0,0,2509.12,6902.72,709.88,0,0,0,0,74.1,119.28,797.94,1746.6,0,3735.04,75.3,-260.48,0,679.64,1927.81,2032.5,848.7,3215.25,487.13,0,6000.9,463.32,0,0,0,0,0,0,0,219.38,870.6,0,499.2,1068.3,14630.4,0,1306.2,1895.4,2376.9,0,48,0,524.7,0,217.94,0,71.74,102.9,2383.5,5981.44,0,936.38,149.63,299.16,223.8,858.44,0,932.25,0,0,1467.3,0,0,0,0,2056.04,382.74,145.8,0,0,0,17884.2,12197.25,10178.28,406.44,17168.25,6871.5,2779.5,349.88,10845.6,2832.38,1139.63,756.75,416.25,3877.24,563.7,0,0,0,0,4204.08,0,845.88,0,191.1,375.9,2249.7,0,3492,0,3651.9,2415.36,4807.6,3562.18,344.08,2835.3,12525.6,18955.13,4921.56,29.4,2113.8,678.42,204.6,768,3067.2,3936.64,40.32
"23",201511,1852.48,219.2,4964.8,415.36,3734.4,1050.56,415.04,0,0,940.16,3790.13,0,0,0,889.6,4560.96,2098.5,0,0,576.75,515.63,295.5,132.72,1568.4,3340.5,0,3747.2,1611,109.5,78.9,289.38,370,891,0,211.88,1538.63,42,7526.4,569.16,0,0,487.5,0,0,479.63,472.13,142.13,1584.98,0,144,448.8,12651.9,0,1924.2,3267.42,3304.8,0,0,0,1158.9,0,0,0,0,90,3607.2,7572.16,160.88,971.25,154.88,251.28,111,1166.52,132.86,719.25,0,288,1845.3,484.5,394.5,0,203.1,2426.7,299.4,138.6,0,0,0,16557.3,13956.38,9433.08,554.4,22115.63,7552.88,3225,200.25,8422.2,3639.75,827.63,1204.5,63.38,3460.34,0,0,0,0,0,1837.95,346.36,1613.64,0,201.24,324,2276.4,97.2,4174.8,0,3129.6,3618.28,5210.16,1790.1,297.84,1020,8925.5,17058.38,4310.64,82.2,3349.5,486.25,316.8,771.18,3645,3856.32,80.64
"24",201512,2358.4,164.8,4963.2,442.24,4665,1033.28,138.24,0,361.6,493.44,2358.75,0,0,0,1264.64,6670.72,0,0,0,0,0,76.2,246.5,951.3,6053.4,1005.12,10429.76,3947.1,0,133.8,140.4,3337.5,3762.6,929.1,877.5,942.75,207.3,8766.3,1077.84,0,0,2405.25,0,0,0,236.63,351,2199.64,0,721.8,1128.6,15215.4,618.6,2827.8,2310.36,4397.1,0,0,0,0,0,0,0,0,0,3830.1,9781.44,0,926.25,0,0,448.2,1998.6,97.5,0,0,0,2503.2,0,0,0,0,3753,0,149.7,0,0,0,15825.3,11509.13,8864.64,379.44,15747,5145.38,2576.63,647.63,9022.5,3746.63,776.63,1039.13,126.75,4741.5,560.4,1245.38,0,0,0,1964,0,933.8,84,238.16,209.1,1838.1,0,4389.6,0,4716.3,2875.38,5809.58,1161.1,35.36,0,12923.1,22715.63,4868.28,36,1593,150,293.1,1221.84,2460,3275.2,20.16
"25",201601,926.08,222.08,3321.28,405.76,3936.6,1032.32,270.08,535.04,548.8,246.08,1670.25,0,0,0,1367.36,5891.2,1905,336.75,0,0,0,151.8,0,228.9,0,733.76,6021.76,396.3,342.3,90,94.12,204.75,2082.9,799.2,1980.38,1316.63,0,4078.8,0,0,0,2953.88,0,0,0,243.75,354.38,1212.9,0,346.5,267.3,7239.3,0,1945.5,1155.95,960.3,0,61.8,0,645,1005.72,0,0,0,0,0,7351.68,429.75,804.75,598.13,114.84,107.7,936.3,0,0,75.84,293.4,584.4,0,17.25,0,218.1,0,222.6,148.2,0,0,471.27,16089.6,11794.88,7797.24,379.8,16985.63,4039.13,2678.63,283.5,7273.8,2239.5,849,540.38,229.5,2781,0,0,0,0,0,3109.25,462.84,837.2,0,483.86,351,2730.6,0,2449.5,0,2098.5,2128.4,8904.94,1409.3,35.36,209.4,6444,15742.5,4133.52,0,2410.5,429,336.6,1199.75,3089.7,3205.12,36.16
"26",201602,1546.88,240.64,3642.56,313.92,4350.9,1162.88,338.88,568.96,839.68,0,1419.75,0,0,0,339.52,5487.36,1414.13,0,0,0,0,0,72,670.2,440.7,544.96,7190.08,1921.2,0,450.9,147.94,817.5,2200.2,261.6,236.63,1415.63,210,7594.2,898.2,0,0,3157.88,0,0,0,0,346.5,1424.4,126,128.4,757.5,12417.3,0,2099.7,1563.12,642.6,0,0,0,468,0,0,0,0,207.9,1064.1,7936,0,585.38,152.25,25.92,334.5,280.8,0,0,0,293.1,1556.4,900,0,0,0,147,279.9,141.9,0,1262.01,0,16189.8,11041.88,8295.12,349.92,17498.25,3855.38,1587.75,412.88,5397.3,2637.38,472.88,686.63,63.38,3384.6,563.7,0,0,0,0,2714.25,388.64,1027.88,134.4,0,502.2,1673.7,0,3130.8,0,3641.7,2788,7507.2,1990.7,283.9,1187.7,8268.9,18338.63,5134.32,283.2,2387.7,927.75,180,938,1827.6,2512.64,120.96
"27",201603,1046.08,518.4,3694.08,399.04,4718.4,1204.8,345.6,233.6,0,5443.2,2363.25,0,0,0,634.88,7611.52,0,0,0,943.88,176.63,153,120,949.5,1243.2,655.68,7653.44,1427.7,0,970.5,570.18,3003,1763.4,0,1909.13,0,210.3,7947.3,509.4,0,0,1695,0,0,292.5,0,0,1212,0,596.1,291.6,12195.9,0,1451.7,1940.38,2094,0,0,0,931.8,0,0,0,0,0,2428.5,10723.2,0,398.25,7.5,282.36,0,1028.7,81.9,1207.88,0,0,2855.7,0,237.75,0,0,1096.2,0,212.7,0,503.7,298.08,15299.4,15268.13,7509.96,528.84,23333.25,4297.88,1740.75,411.75,10848.9,4662,1598.25,2044.88,243,6174,0,867.75,0,0,0,1335.5,0,0,0,292.24,135,1886.4,0,4715.4,0,3681.9,3475.82,7379.02,1552.44,270.3,300.6,11435.4,17208,5158.44,93.6,3035.7,409.75,142.2,1411,3077.4,3130.56,54.08
"28",201604,1348.48,466.56,6146.56,678.08,3070.8,869.76,573.44,318.4,274.56,322.24,1165.13,0,0,0,1212.8,6654.4,1711.13,0,0,0,0,0,117.9,82.2,1240.8,187.84,6284.48,1487.7,227.4,90,337.74,1889.75,1187.4,263.4,718.5,958.13,207.3,5775.9,893.88,0,0,2947.88,0,0,396,220.13,348,1178.7,0,458.1,1150.8,11476.5,631.5,1584.3,1977.3,3996.3,0,0,0,0,395.08,0,0,294.1,0,1863.6,8417.28,0,180.75,302.25,150.48,109.5,1777.2,91.78,0,0,0,2031.6,240.38,234,0,228.3,1916.4,429.3,231.9,455.1,3330.63,626.52,12769.2,11814,9140.04,510.48,20220,4597.5,2662.5,573.38,6602.4,3543.75,869.25,1008,280.5,4152,563.4,0,0,0,0,3072.25,348.88,1252.72,100.24,529.1,315.6,2255.7,0,4123.8,0,3118.8,3813.1,8011.08,278.46,176.8,386.1,9534.3,14938.5,5821.56,255.3,2463.7,423,172.2,1517.75,3035.7,3901.76,77.12
"29",201605,1296.96,352,3843.52,200.64,3657.9,914.88,360.96,0,635.52,1086.08,0,0,0,0,833.92,5697.28,1249.13,344.25,483.38,0,0,75.6,117.9,834.6,1885.8,278.4,5970.88,1515.9,0,270,0,969,2646.3,521.7,0,0,72.9,6096,538.56,240,0,1223.63,0,0,234,0,344.25,1347.6,25.8,123.9,625.5,9422.7,612.3,2997.9,2541.76,1575.3,0,24,0,835.8,0,0,0,0,99.9,1721.4,8149.44,0,1547.25,113.63,291.96,110.7,3512.1,0,474.75,153.28,294,1253.1,0,233.63,0,232.5,2412.3,459.9,0,0,1328.94,99.36,14533.2,16453.13,9525.6,750.24,22199.63,5173.5,2544.38,489,6582.9,2991.38,728.63,1250.25,0,4074.6,583.8,1393.13,0,0,0,2620.75,0,1015.28,0,817.96,432,1256.1,0,3144,0,3159.3,2035.92,3146.02,0,0,753,15285,15580.5,5221.44,0,2397,234.25,454.5,1714.25,2459.7,3143.36,152
"30",201606,1338.24,318.4,4670.08,434.56,3864.6,746.56,923.2,891.84,0,1248.64,1667.25,0,0,0,1280.64,7207.36,1054.88,0,711.75,239.25,0,287.4,96,456.6,2159.1,83.84,5740.16,427.5,0,127.8,0,1584.5,1662.3,528.6,1596,321.75,132,6011.7,104.4,0,0,97.5,0,0,58.5,97.5,346.13,1546.2,0,229.8,218.7,12235.5,0,3197.4,1762.54,1510.2,0,24,0,849.3,0,874.82,145.86,2187.9,97.2,1775.7,7052.8,192.75,392.25,458.63,144,931.8,1384.2,140.4,1195.13,0,0,1473,0,235.88,0,0,2827.8,0,151.5,354,3550.05,1944.42,17012.7,13438.88,9330.12,980.28,18603,4266.75,2705.25,690.75,5385.9,2411.25,519.75,706.5,0,4725.3,0,0,0,0,0,1535.75,336,323.68,0,270.4,527.7,1141.2,0,4732.5,0,3702.6,2568.36,5655.22,82.62,70.72,0,11056.8,16363.5,6885,128.1,2080.5,201,14.1,2142.5,3070.5,3896.96,40.32
"31",201607,1155.84,265.28,4520,293.76,3048.3,1120.64,676.8,19.84,0,632,3301.5,0,10.13,10.13,1213.12,6077.12,0,0,477.75,948.75,183.75,154.2,96,982.2,1737.6,848,3827.84,1559.7,0,215.1,145.34,519.25,2161.2,264.3,2187.75,1088.25,213.3,4702.2,320.04,117,0,243.75,0,0,58.5,97.5,263.25,652.8,0,149.1,622.2,13185.3,631.8,2567.7,1657.24,1399.2,0,61.5,0,520.5,792.54,0,0,937.04,111.9,1114.2,3969.28,0,191.25,0,451.8,426,1555.8,0,0,0,0,984,0,0,178.5,206.7,1480.8,308.1,0,72,9408.84,99.36,11721,14430,9366.84,224.28,13468.88,2853.38,2863.5,538.5,5993.7,2825.25,19.13,899.63,239.25,3468,570.9,0,0,0,0,2661.25,343.28,850.92,0,620.36,259.2,1809.3,0,4156.2,0,2088.6,2651.66,4100.06,0,35.36,544.8,9970.5,17166,6311.52,194.7,2334,319,117.6,1748.75,1798.8,3860.16,27.2
"32",201608,1567.36,144.96,6003.52,276.8,3420.9,1252.8,719.04,0,1115.52,553.28,1582.13,0,926.63,702.75,670.08,5862.72,0,0,0,0,0,76.8,131.4,721.5,2046.3,0,4470.4,462.9,0,137.7,141.18,1758.25,1643.7,0,468,1323.75,210.6,10547.7,945.72,234,0,1848.38,0,0,234,141.38,571.13,1573.2,305.4,479.1,696.6,13128,625.5,1450.5,1361.36,2240.4,0,0,0,575.4,0,0,0,0,0,2443.5,4617.6,0,0,0,601.2,111.9,1203.3,93.86,1155.38,0,0,1305.3,0,0,0,0,1044.6,0,308.4,230.1,2933.88,861.81,16483.5,14452.13,9401.4,324.72,12698.25,2578.88,2059.88,271.5,6585.6,3161.63,1282.13,897,240,4806.9,1164.9,0,0,0,0,1169.75,224,617.4,0,603.46,243,1829.7,0,2555.1,0,4187.4,1815.6,3485.68,278.46,176.8,646.5,13648.5,12928.5,6411.96,0,1676.7,199.75,72.9,1324.25,2458.2,2703.36,0
"33",201609,1546.56,253.12,5294.08,240.64,3658.8,985.92,749.44,0,0,0,1875.75,0,693.75,0,0,8029.44,1639.13,0,0,0,0,76.5,96,392.7,1540.5,0,2469.44,1800.3,231,146.7,135.72,836.75,3029.1,771.3,954.38,786.75,209.1,6201,464.76,0,0,3393.38,0,0,359.25,139.5,0,1429.2,0,89.1,689.4,10598.7,0,1532.7,2476.5,2742.3,0,0,0,881.7,995.18,151.3,0,0,0,1227.9,4864,193.13,1380.75,297,146.88,221.1,170.7,0,457.13,0,0,1329.9,457.88,468.38,0,0,1490.7,154.2,0,0,6704.04,1092.96,17683.2,13739.25,8700.12,540.72,14729.25,3828,3318.38,870.38,6012.3,3201.75,1029.38,1141.88,231.38,4047.6,0,1401,0,0,0,3362.75,0,0,0,282.1,414.3,2166.6,0,3178.2,0,3630,2658.8,5967.34,637.16,84.32,303.3,15678,14950.88,5591.52,135.9,1521.9,668.5,819.3,1236.25,1857.3,3333.44,0
"34",201610,1323.52,222.08,4405.76,251.52,4147.2,1132.16,1022.08,548.16,280.32,707.2,2686.13,0,0,0,0,5733.76,1174.13,349.13,0,1885.5,841.13,72.3,144,1267.2,2106.6,443.2,2496,876,0,0,583.18,2059,1312.8,825.9,1896.75,1587,0,7063.2,443.52,347.25,0,2546.63,0,0,0,195,399,1319.1,0,314.4,510.3,11417.4,0,1399.8,1718.6,1548.9,0,0,0,429.3,0,0,0,283.22,107.7,2321.7,4001.28,0,781.88,133.13,151.2,0,592.5,0,0,230.72,0,1255.8,0,0,0,226.5,1470.6,224.4,307.2,459.6,9090.75,1984.44,20494.8,16665.75,9960.48,290.52,20317.5,5453.25,3247.5,469.5,4785.3,3226.13,876.75,1338,240.38,4104.6,582,0,0,0,0,3779,0,276.36,0,846.56,108,920.7,102.6,3541.2,0,3094.5,2976.36,5436.26,1152.6,212.16,60.3,12293.7,16094.25,4499.64,15.9,2972.1,222.5,83.7,1270.25,2998.8,3253.76,40.32
"35",201611,1342.08,153.92,5581.44,298.24,5427,1160.32,478.72,555.2,1136,1249.92,1884.38,0,0,0,0,7804.48,1395,0,0,0,0,226.8,105.3,303,2126.1,374.72,4999.68,1184.4,0,0,145.34,2150.5,1758.3,0,1899,0,206.7,8868,1317.96,0,0,4750.13,0,0,485.25,287.25,0,2223.3,0,398.4,839.4,11123.4,628.2,1702.5,2050.62,1276.5,0,24,0,889.5,0,0,0,0,97.2,2371.8,7048.64,193.13,392.25,304.88,0,449.4,1766.7,1073.28,0,0,0,2293.8,468,0,0,0,2150.7,81.3,0,0,3283.71,397.44,16468.5,16905.75,8437.32,643.68,22732.13,8168.25,2705.63,647.63,5989.5,4602,909,1811.25,126.75,4758.6,569.4,1353,0,0,0,4343,107.8,497,0,0,81,1411.5,0,4173.6,0,4739.4,3075.64,7131.84,825.18,213.18,474.3,14979.9,16245.75,5759.64,142.5,2831.4,276,335.1,1332.25,2474.4,3888.96,55.36
"36",201612,1835.2,274.88,5815.68,697.92,4013.7,770.24,69.44,279.36,279.68,891.2,3078.75,0,947.25,677.25,460.8,7518.4,1394.25,0,0,0,0,151.8,270,225.3,3986.1,462.72,8021.44,5423.4,202.2,152.7,340.08,1636.5,2671.8,0,0,1707.38,0,3506.7,411.84,0,0,9585,0,0,0,0,565.13,1583.1,150,288,284.7,18957.9,0,3133.8,4448.34,3689.4,0,24,0,479.1,0,0,0,0,115.2,1112.7,6126.72,0,989.63,0,0,0,2322.6,86.06,705.75,0,0,6135.6,474.38,0,158.25,0,2787,0,306.6,0,5889.15,557.52,16379.1,16121.25,8101.8,336.6,18602.25,3779.25,3129.38,380.25,8350.2,3514.13,971.63,897.75,353.25,5494.8,1399.2,1029.38,0,0,0,3008.75,127.4,442.4,0,146.12,54,948,69.6,2544.6,0,3690.6,2333.76,4076.26,3197.7,0,1257,13204.8,17005.88,4242.96,62.1,3015.9,551.75,0,1555.75,2445,3272.32,20.16
"37",201701,161.6,230.72,3479.68,226.56,3109.8,1455.36,293.76,0,0,0,501,0,478.88,0,0,5755.84,1098.75,273,0,0,0,0,48,603.3,79.8,188.16,4055.36,0,0,0,0,0,1625.4,612,1675.88,151.13,214.8,4688.1,453.96,0,117,146.25,0,0,117,0,127.5,933.9,0,68.4,529.5,9518.7,0,113.4,459.94,1108.8,0,63.3,0,326.7,0,0,0,144.84,0,0,7044.48,0,352.13,0,431.28,430.2,590.1,193.18,893.63,0,0,1127.1,0,0,0,215.7,100.5,0,0,379.5,7316.07,235.29,11862.6,12557.63,7157.52,330.48,14055.38,6157.5,2986.88,555.38,5404.5,3293.63,691.88,1803.38,0,3491.7,0,0,0,0,0,3869.75,0,592.48,0,146.64,163.5,895.2,0,4121.4,0,2061.3,2225.3,8543.86,2685.32,282.88,836.4,8491.5,14499.75,3588.48,0,2314.5,0,104.4,855.75,2448.9,3293.76,36.8
"38",201702,856,290.56,3890.88,452.42,4107.9,937.28,362.88,0,278.08,270.08,230.25,0,475.13,696.75,0,8027.2,1034.25,84.75,0,0,0,0,0,454.2,1533.6,353.6,5811.84,1626,0,609,0,0,1742.4,1058.7,1413.75,477.75,0,4690.2,672.48,0,0,837,0,0,0,0,352.88,1335.9,0,313.5,574.2,14997.9,0,1616.1,938.08,1837.8,0,0,0,1446.3,0,0,0,0,0,1250.7,6768.64,196.88,49.5,448.5,145.44,755.7,910.8,46.54,0,0,0,908.1,0,0,0,0,304.5,0,300,0,5704.23,482.31,14117.4,12495.75,7245.72,333,13784.63,4872.38,2038.5,429,4786.2,3073.88,690.38,1619.63,238.5,4196.4,570.9,178.5,0,0,0,3820.75,112,99.4,0,0,216,2333.4,0,4747.5,0,4140.9,2673.08,6824.14,1500.08,132.6,107.4,12216.9,12368.63,5222.16,0,1556.7,0,58.8,821.5,1245.9,1967.36,0
"39",201703,1360.64,895.36,4827.2,506.56,3089.16,566.4,311.04,756.48,0,79.04,1620.75,0,938.25,0,551.68,6384,0,0,0,0,0,75.9,132,441,2334.3,375.68,6154.24,2280,0,757.8,666.12,1585.75,2083.8,274.5,0,1675.5,416.7,7409.27,480.6,0,0,0,0,0,360,243.75,482.63,1557.6,0,149.1,852.9,16637.1,0,971.1,1923.48,1864.5,73.8,0,0,468,0,0,0,0,156,1586.7,5050.56,0,1348.5,0,583.56,0,1491.9,49.66,0,0,0,2244.6,0,238.88,0,0,2019.3,0,0,0,3632.85,643.77,14934.9,18555.75,10725.84,516.96,25262.25,8428.13,2491.88,658.88,5935.8,2662.88,733.5,1284,236.63,4706.7,493.8,1364.63,0,0,0,4559,96.88,672.56,117.6,191.88,0,1937.7,0,2574,1.2,4154.4,2918.56,10490.02,2846.14,301.58,332.7,15055.2,15802.5,6408.72,72,2779.5,290.5,0,1283,5753.1,8283.84,148.8
"40",201704,1508.48,289.92,5094.08,513.04,2719.68,1312.64,589.12,308.8,280.32,475.52,711,4.13,0,701.63,642.24,9213.76,1691.25,0,225,947.25,0,301.2,72,1215.6,1350.9,368.96,7402.24,2780.4,221.4,0,206.96,1738.75,663.9,664.2,1840.5,0,267.3,5172.6,384.48,0,0,48.75,0,0,0,0,468.38,1775.7,0,370.2,813.9,12923.1,630.9,3448.2,2308.8,1843.8,0,0,0,395.7,365.5,0,0,745.96,56.4,2403.6,3934.4,0,0,0,0,0,963.9,489.58,460.5,0,632.4,1323.9,0,0,0,0,1829.4,0,150.3,0,4579.53,638.94,11257.2,15401.25,7415.64,596.16,15464.63,3535.13,3003.75,366.75,5936.7,3223.13,455.63,936,0,4705.2,0,0,0,0,0,1836,0,958.44,0,241.28,0,1960.5,106.8,3576.9,0,3138.3,2339.88,5619.52,1560.6,152.32,1430.1,11218.5,13148.63,5916.24,0,2515.2,316.5,90,1448.25,0,1960.32,78.4
"41",201705,952.64,156.16,5444.16,577.6,3756.7,953.6,468.48,0,0,0,475.5,0,0,341.63,0,6952.32,0,0,0,0,0,144.3,66.6,425.7,1802.4,276.8,2961.92,2117.1,230.4,455.1,291.2,2504.5,1967.1,405.3,40.13,1551.38,0,8124.3,777.24,0,102.75,978.38,0,0,0,240.38,131.63,1427.7,0,228,855.3,12920.4,0,2094.6,2024.62,1505.4,0,102.6,72,873.9,0,411.4,0,718.08,145.8,1710.9,5268.48,0,557.63,0,147.96,338.7,1739.4,291.2,913.88,0,0,777,0,0,0,230.4,1835.4,296.7,228.3,0,4287.66,248.4,10187.1,14773.5,9249.84,713.52,15344.63,5200.5,3339.75,695.63,7240.8,4394.25,708,1553.63,0,4068.3,572.1,1427.25,0,0,0,3332,191.24,822.64,0,0,0,2434.2,0,4670.4,0,4690.2,2684.64,8537.4,369.24,111.18,531.9,14936.1,12966,6064.92,99.3,2105.4,454.25,147,2042,1223.4,1224.96,78.08
"42",201706,1306.88,381.76,5146.24,479.68,2099.2,865.92,334.72,570.24,284.8,660.48,2378.63,0,0,352.13,0,5750.08,925.13,177.75,0,483.75,1035.38,227.7,0,535.5,1010.7,486.08,5586.56,1611,0,153.3,137.02,1469.75,3337.8,604.2,1948.88,0,155.1,6489.3,474.48,0,0,303,227.1,0,234,0,439.5,2007.3,0,0,1056.9,13365.3,619.8,1594.74,2486.12,2002.2,75,0,142.2,350.1,0,141.1,298.18,3129.36,90.9,1769.7,5335.04,0,2629.5,438.38,147.96,217.2,1053.9,0,468.75,0,0,1309.2,480.75,0,0,0,2445.3,154.2,54,378.6,8050.23,961.17,10546.2,12874.5,8169.84,988.92,16222.5,4168.13,1891.13,600,6007.5,2174.63,664.5,745.88,245.63,4151.4,497.7,1324.13,0,0,0,2046.75,209.44,899.08,0,0,0,1956.3,0,3652.8,0,2612.4,2471.46,2744.14,0,36.38,424.8,14242.5,14554.13,5528.88,36.6,2557.8,355.75,40.2,1983.25,2412.9,2384,75.52
"43",201707,692.8,344.64,4879.36,95.68,1668.48,944.32,18.88,57.6,0,237.76,1441.13,0,0,0,0,5663.68,1202.25,351.75,0,712.88,177.38,303,72,719.7,1418.7,282.88,3752.32,1740.9,0,607.5,133.38,2029.25,816.3,534.6,1287,562.13,97.2,7819.5,108.36,0,0,0,445.2,0,471,0,391.5,1099.8,0,-20.9,299.7,12705.3,0,1855.95,1851.98,1949.4,0,0,0,496.2,0,0,0,0,176.7,1683.3,5803.84,196.88,799.88,0,286.2,222,592.5,48.1,667.5,0,0,1732.8,484.88,0,0,0,2066.1,0,92.4,0,9654.48,970.14,8467.8,14131.13,8276.76,544.32,12783.75,4018.13,3661.5,346.5,5922,2475.75,571.5,1654.13,246.38,3376.8,576,0,0,0,0,2224.5,597.8,981.96,0,0,0,1983.3,192.9,3150.6,0,2589.3,3320.44,4149.7,0,561.68,859.2,12661.2,12778.13,5895,129.6,2074.2,230,162.9,1397.75,1221.9,3784.96,0
"44",201708,1385.6,302.08,5232.64,415.68,2728.32,937.6,55.04,277.44,852.16,157.12,6256.88,0,957.38,2.25,183.36,6597.76,957.38,0,0,0,0,78.6,0,755.4,1494.9,0,4512.64,1333.2,0,267.9,191.36,2990.25,1914.9,404.1,1825.88,965.63,113.1,5414.7,0,234,0,0,429.9,0,292.5,0,0,1383,0,0,529.2,15635.1,0,1661.46,2724.28,1669.2,75.3,48,0,1007.4,0,0,0,743.58,0,1828.2,5390.4,0,774.38,138.38,144,98.4,1020.9,774.02,467.63,0,0,2350.8,0,448.5,0,216.6,1480.8,295.5,0,308.1,10120.23,489.9,14069.4,13664.63,11177.64,178.2,17218.13,5627.63,4335.38,792,5955.3,2471.63,234,1125,237.38,4701.3,0,1332.75,0,0,0,3464,0,623.56,0,0,0,1977.9,0,3071.4,0,4139.7,2074.8,4455.02,165.58,0,1059.3,11633.7,17796.38,6442.56,129.6,1679.1,322.25,291.3,1451.75,1844.4,3264.64,40.32
"45",201709,1127.36,77.76,4319.68,496,2772.48,1134.72,120.96,0,0,548.8,1658.63,0,0,0,436.16,4798.4,0,0,0,961.5,182.25,148.2,0,862.5,1401.9,185.6,2313.92,1178.1,0,0,145.6,173,2228.7,706.2,601.5,910.5,0,6851.7,0,117,0,0,228.3,0,0,473.63,352.88,1787.1,152.1,0,483.9,13762.2,0,1659.84,1252.16,1850.7,0,0,72,344.7,2408.9,435.88,0,744.26,0,1259.1,6057.28,0,1386,148.13,0,103.2,525.6,0,455.25,0,0,606,0,0,0,0,1115.7,0,150.9,0,8859.6,986.01,11724.04,12985.13,9041.76,252.72,20463.75,5893.5,2719.5,398.63,6537.94,2208.38,344.63,1030.13,126.75,4136.7,595.8,0,0,18,0,4042.25,-479.36,1062.6,0,0,0,1942.2,0,3570.6,0,3635.1,2287.52,4102.78,212.5,174.42,746.7,10476.6,12426,5457.96,72,2319.3,118.5,209.7,1027,2470.5,3678.72,150.4
