date,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
930971PC070250A,0,0,0,0,0,0,0,216.375,682.5,1651.5,2292,2406
930971PC070250J,0,0,0,0,0,0,0,4.125,4.125,0,0,0
930971PT020500A,157.35000000000002,159,165.75,154.95000000000002,211.05,241.20000000000002,213.9,193.65,185.70000000000002,175.20000000000002,159.15,181.65
930971PT020500J,0,0,0,0,0,0,0,0,0,0,0,0
930971PT021000A,1318.35,1182.8999999999999,1153.5,1385.25,1519.5,1034.1,1123.35,1487.25,1279.9499999999998,1372.8,1486.05,1343.85
931056PC050500F,2841.4399999999996,3089.9199999999996,4825.92,4300.48,2094.5599999999995,1857.9199999999996,3176.7999999999993,3345.2799999999997,3900,3829.6,4179.2,4323.04
931056PC051000F,1.4210854715202004e-14,116.85000000000001,201.9,236.10000000000002,151.05,28.35000000000001,79.80000000000001,169.05,429.15000000000003,311.55000000000007,2.842170943040401e-14,2.842170943040401e-14
931056PC060200F,0,0,0,0,0,0,0,0,0,0,0,0
931056PC060500F,954.7199999999998,500.81999999999977,1476.6199999999997,1956.6999999999998,1467.4399999999998,771.2899999999997,1756.0999999999997,1941.5699999999997,4317.32,4330.75,633.2499999999998,397.96999999999974
931166PC031000F,0,0,0,0,0,0,0,0,0,0,0,0
931166PC031000J,-6.394884621840902e-14,45.29999999999993,45.29999999999993,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14,-6.394884621840902e-14
93333PC021000J,3960.2999999999997,3211.2,4119.5999999999995,4654.65,5131.049999999999,5858.8499999999995,4857.5999999999995,4372.5,4482.9,5362.5,6445.2,6161.549999999999
93333PC042000J,867.75,599.95,1547.65,1480.57,1189.3700000000001,1179.88,1216.28,1168.83,429.2600000000001,223.73000000000013,611.3900000000001,892.84
93333PC051000J,0,0,0,0,0,0,0,0,0,0,0,0
93333PC070200J,8940.189999999999,7827.19,7482,8543.25,8306.25,8338.125,8846.814999999999,9305.439999999999,8535.189999999999,8055.565,8508.75,8097.1900000000005
93333PC070250J,842.44,5.684341886080802e-14,5.684341886080802e-14,216.37500000000006,381.00000000000006,164.62500000000006,508.12500000000006,508.12500000000006,5.684341886080802e-14,5.684341886080802e-14,177.94000000000005,259.50500000000005
93333PC091500J,2683.625,2424.5,2729.125,3341.375,3800.75,3474.625,2623.675,2154.05,1899.2500000000002,2178.375,2258.5,2373.75
93333PC091500N,412.50000000000006,625.125,651.625,353.25000000000006,345.12500000000006,505.12500000000006,480.87500000000006,492.50000000000006,344.62500000000006,396.50000000000006,525.75,620.75
93333PM100750J,0,0,0,0,0,0,0,0,0,0,0,0
93333PM101000J,1714.02,1327.8600000000001,1278.72,2477.72,2574.04,2125.2,1527.9599999999998,1210.86,1895.32,2521.2599999999998,2643.9,2620.1
950248PC031000J,2659.8,2674.9500000000003,2938.2000000000003,2663.25,2090.25,2102.8500000000004,2380.8,2054.25,2061.54,2069.5,1739.79,1894.04
950248PC070200J,2470.13,2636.44,3705.375,3795.94,3170.63,4383.94,3766.875,1925.25,1507.5,2337,2036.625,2615.44
950248PC091500J,456.875,432.625,578.5,745.875,686,832.5,759.125,372.5,278.125,283.125,345.25,473.375
950267PC031000N,532.65,0,0,0,0,68.4,68.4,75.6,85.05,9.45,56.7,261.9
950267PC081000N,407.55,110.55000000000003,325.65,325.65,1.4210854715202004e-14,242.7,242.7,225,547.2,322.2,281.25,969.3
950272PC020500F,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14
950272PC021000F,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14,-1.0658141036401503e-14
950272PC080500F,900,392.54999999999995,459.44999999999993,459.44999999999993,-2.842170943040401e-14,-2.842170943040401e-14,394.04999999999995,394.04999999999995,398.1,398.1,395.1,395.1
950272PC080500J,0,0,0,0,0,0,0,0,0,0,0,0
950272PC081000F,0,0,0,0,0,0,0,0,0,0,0,0
950272PC081000J,0,0,0,0,0,0,0,0,0,0,0,0
950272PC091500J,0,0,0,0,0,0,0,0,0,0,0,0
950272PC091500N,1191.625,479.25000000000006,944.375,1246.625,1277.125,1128,961.5,963.25,950.125,795.25,763.5,1068.25
950272PT081000J,0,0,0,0,0,0,0,0,0,0,0,0
950289PC030500N,0,0,0,0,0,0,0,0,0,0,0,0
950289PC030750N,0,0,0,0,0,0,0,0,0,0,0,0
950289PC031000N,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14,2.2648549702353193e-14
950294PC050500F,0,0,0,0,0,0,0,45.92,90.08,44.16,0,0
950294PC051000A,0,0,0,0,0,0,36.64,36.64,0,77.6,454.55999999999995,376.96
950294PC051000F,3238.7999999999997,2988.9,2252.55,1351.9499999999998,1051.8,1407,2059.6499999999996,2860.5,3084.45,5416.65,6276.5999999999995,3355.5
950294PC051000J,704.32,746.5600000000001,511.20000000000005,550.88,703.2,624,248.79999999999995,363.8399999999999,1290.3999999999999,1056.8,220.63999999999993,220.63999999999993
950294PC070250F,1049.58,473.96000000000015,479.57000000000016,351.5600000000002,224.40000000000015,337.45000000000016,345.78000000000014,680.85,786.08,1145.46,1211.08,526.4900000000001
950294PC070300F,2270.8599999999997,1403.52,615.3999999999999,342.8899999999999,662.3199999999998,999.2599999999999,942.6499999999999,1337.05,2346.5099999999998,3124.6,3678.46,2436.44
950554PC020500A,611.25,917.25,648,606,873.75,865.35,432,584.25,1016.1,879.75,861.9,1673.25
950554PC020750A,0,0,0,0,0,0,0,0,0,0,0,0
950554PC021000A,4715.85,1180.8000000000002,2012.1000000000004,1791.7500000000005,1191.0000000000005,1447.2000000000003,1625.2500000000005,1877.2500000000005,1707.4500000000003,2189.55,3114.9,5265.9000000000005
950554PC030750A,0,0,0,0,0,0,0,0,0,0,0,0
950554PC031000A,8416.95,5463.450000000001,5508.9,4206.6,4183.799999999999,3883.95,4634.7,5413.799999999999,3599.24,3322.04,6075.9,6894.8
950554PC031100A,0,0,0,0,0,0,0,0,0,0,0,0
950554PC060350A,0,0,0,0,0,0,0,0,0,0,0,0
950554PC070200A,0,0,0,0,0,0,117,117,1071.19,2478.94,1852.315,444.56500000000005
950554PT070200A,0,0,0,0,0,0,51.94,51.94,1436.44,3511.88,2193.19,117.74999999999994
950554PT070250A,0,0,0,0,0,0,80.44,80.44,0,0,0,0
950574PC051000J,232.48000000000002,115.04,117.92,196.96,236.32,157.28,78.88,157.6,196,229.28,112,117.76
950978PC010200J,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14,8.348877145181177e-14
950978PC091500J,404.6249999999999,546.7499999999999,783.3749999999999,504.4999999999999,64.37499999999986,-1.4210854715202004e-13,-1.4210854715202004e-13,-1.4210854715202004e-13,-1.4210854715202004e-13,-1.4210854715202004e-13,-1.4210854715202004e-13,-1.4210854715202004e-13
951063PC030500A,152.85,0,55.05,109.19999999999999,105.9,103.95,210.45,158.25,104.7,156,209.25,315.79999999999995
951063PC030500F,0,0,0,0,187.2,187.2,0,145.35,145.35,0,0,328.2
951063PC031000A,6946.5,6705,4193.7,5754.9,8284.8,6084.5999999999995,5382.45,6663.299999999999,5409.5999999999995,4473.15,5930.4,12183.909999999998
951063PC031000F,668.4000000000001,44.699999999999996,124.04999999999998,450.45,326.4,-7.105427357601002e-15,-7.105427357601002e-15,209.4,209.4,-7.105427357601002e-15,-7.105427357601002e-15,200.25
951063PC031100A,0,0,27.3,27.3,0,0,0,0,0,0,35.25,35.25
951063PC051000F,0,0,0,0,0,0,0,0,0,0,0,0
951163PC020500J,0,0,0,0,0,0,0,0,0,55.05,55.05,0
951163PC021000J,416.55,694.35,947.85,952.0500000000001,705.6,607.35,820.35,679.8,462.90000000000003,667.65,919.05,485.4
951163PT020750J,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14
951163PT021000J,41.39999999999996,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14,-3.552713678800501e-14
951168PC042000J,0,0,0,0,0,0,0,0,0,0,0,0
951203PC010200J,0,0,0,0,0,0,0,0,0,0,0,0
951203PC010250J,3636.6450000000004,3743.9400000000005,2319.7800000000007,2501.5950000000003,2888.6850000000004,2994.2550000000006,3798.7950000000005,5594.865000000001,5092.200000000001,2319.4350000000004,2361.1800000000007,5378.205
951203PC021000J,-3.552713678800501e-15,-3.552713678800501e-15,187.8,187.8,45,375.75,367.5,59.25,70.05,195.45,147.9,-3.552713678800501e-15
951203PC030500F,153.3,158.55,158.55,314.7,314.7,0,0,150.6,150.6,0,0,152.1
951203PC031000A,0,0,0,0,0,0,0,0,0,0,0,0
951203PC070250F,0,0,0,0,53.625,114.94,61.315,115.5,356.44,240.94,864.75,1085.625
951203PC070250J,0,348.375,348.375,122.065,241.88,592.69,1274.065,1390.1299999999999,826.69,342.94000000000005,462.19000000000005,1696.125
951203PT021000J,5241.45,374.1000000000007,742.9500000000007,1068.6000000000008,1406.7000000000007,1649.5500000000006,1933.0500000000006,2880.4500000000007,3405.9000000000005,2569.8000000000006,1321.3500000000008,1879.0500000000006
951220PC051000N,12.640000000000043,37.76000000000004,37.76000000000004,117.44000000000005,196.16000000000005,78.72000000000006,159.84000000000006,199.68000000000006,78.24000000000007,77.12000000000006,58.080000000000055,19.360000000000056
951278PC070200F,0,0,0,0,0,0,0,0,0,0,0,0
951278PC070200J,0,0,0,0,0,0,0,0,0,0,0,0
951278PC070250J,474.5650000000001,238.3150000000001,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13,1.1723955140041653e-13
951519PC050750A,0,0,0,0,0,0,0,0,0,0,0,0
951519PC050750F,0,0,0,0,0,0,0,0,0,0,0,0
951519PC051000A,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14,-6.927791673660977e-14
951643PC042000F,23.919999999999977,70.71999999999997,193.7,369.59,222.68999999999997,72.14999999999996,185.11999999999998,95.67999999999996,-17.29000000000003,95.02999999999996,119.72999999999996,24.69999999999996
951643PC050500F,227.36,368.64000000000004,279.20000000000005,320.32,273.28,92.64000000000001,224.64000000000001,132,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14
951643PC051000F,233.54999999999998,77.85,78.75,78.75,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15,77.55000000000001,77.55000000000001,7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15
951643PC060300F,0,0,0,195.5,195.5,0,0,0,0,0,100.47,100.47
951643PC060400F,292.4,365.84,355.64,282.2,0,0,222.7,373.65999999999997,523.77,372.81,142.8,513.23
951643PC060500F,292.57,400.52,474.81,290.87,72.42000000000002,304.46999999999997,496.90999999999997,1009.9699999999999,1023.7399999999999,948.0899999999999,887.2299999999999,601.4599999999999
951643PI170200A,0,0,0,0,0,0,0,0,0,0,0,0
951659PC021000J,0,0,0,0,0,0,0,0,0,0,0,0
951829PC031000A,1582.9499999999996,746.2499999999995,983.2499999999995,1380.4499999999996,1553.6999999999996,1912.7999999999995,1065.7499999999995,1601.2499999999995,2238.2099999999996,825.2799999999995,1539.4299999999994,1743.8299999999995
951829PC091500A,196.12499999999986,676.7499999999999,480.6249999999999,482.1249999999999,482.1249999999999,980.4999999999999,1159.9999999999998,482.4999999999999,498.2499999999999,195.24999999999986,590.2499999999999,881.2499999999999
951953PC050500A,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15,139.84,139.84,-7.105427357601002e-15,-7.105427357601002e-15,-7.105427357601002e-15
951953PC051000A,0,36.8,36.8,109.6,223.68,228.48000000000002,114.4,0,0,0,0,0
951994PC031000A,0,0,0,0,0,0,0,0,0,0,0,0
952025PC070150F,0,0,0,0,0,0,0,0,0,0,0,0
952026PC010150J,951.8549999999999,322.91999999999996,835.5899999999999,1131.945,846.285,910.1099999999999,553.7249999999999,684.8249999999999,896.31,1018.785,981.525,842.145
952026PC010200J,7306.754999999999,4398.404999999999,5689.394999999999,7889.114999999998,7819.079999999998,8374.529999999997,9794.204999999998,10501.454999999998,10611.164999999997,10105.394999999997,7799.759999999998,7916.714999999998
952026PC010250A,0,5.175,5.175,0,0,0,0,0,0,0,0,0
952026PC010250J,9062.46,5775.990000000001,8602.23,9883.560000000001,7828.395,5972.295,6887.58,8577.735,7782.165000000001,6229.665,3864.3450000000003,2596.8150000000005
952026PC031000J,14311.95,12311.7,12657.150000000001,11884.2,11269.8,11787.9,12446.099999999999,13036.8,12436.95,11982,13348.95,12236.7
952026PC051000J,1885.12,1780.6399999999999,1641.44,1986.56,1810.8799999999999,2400.48,2183.52,1540.4799999999998,1917.4399999999998,2249.2799999999997,2117.2799999999997,1788.96
952026PC080750J,0,0,0,0,0,0,0,0,0,0,0,0
952026PC081000A,0,0,0,0,0,0,0,0,0,0,0,0
952026PC081000J,4667.700000000001,4098.3,3169.5,3602.8500000000004,3955.8,4169.55,4109.4,4163.4,4120.8,2993.25,3363,4311.15
952026PC091500J,2218.5,1483.375,1611.125,2248.75,1979.25,2168.375,2193.75,2278.125,2130.375,1802.875,1666.375,1598.875
952026PT080750J,0,0,0,0,0,0,0,0,0,0,0,0
952026PT081000J,76.80000000000001,170.55,310.5,290.40000000000003,365.55,449.1,375.45000000000005,375.3,351.3,251.4,147,174.60000000000002
952028PC050500F,0,0,0,0,0,0,0,0,0,0,0,0
952028PC051000A,194.08000000000004,138.72000000000006,163.04000000000005,167.20000000000005,222.72000000000006,251.36000000000007,412.32000000000005,513.6,357.6,442.24,562.72,327.20000000000005
952028PC051000F,1185.76,961.76,1615.3600000000001,1970.4,1928.1599999999999,2074.08,1572.1599999999999,1249.76,1205.12,1208.48,1425.92,1543.8400000000001
952028PC051000J,0,0,10.08,30.240000000000002,38.4,46.239999999999995,38.08,100.8,171.36,126.88000000000001,149.92000000000002,278.08
952028PC060500F,1007.7600000000001,965.7700000000001,1130.67,1063.3500000000001,1002.3200000000002,716.5500000000002,833.1700000000001,1576.5800000000002,1678.2400000000002,1596.8100000000002,2494.07,2418.42
952029PC050500F,1208.8,1205.92,1040.32,718.0799999999999,318.4,691.04,829.12,1403.36,1135.36,318.72000000000014,700.32,758.88
952029PC050750F,93.44000000000001,139.84,138.72,45.60000000000001,3.552713678800501e-15,3.552713678800501e-15,3.552713678800501e-15,742.0799999999999,1899.1999999999998,2075.36,1576.64,759.36
952029PC051000F,1006.56,1085.12,1115.04,963.68,589.44,827.52,705.6,464.15999999999997,424.96,240,530.88,499.04
952031PC010200J,0,0,0,0,0,0,0,0,0,0,0,0
952031PC010250J,0,0,0,0,0,0,0,0,0,0,0,0
952031PC031000J,0,0,0,0,0,0,0,0,0,0,0,0
952031PC081000J,0,0,0,0,0,0,0,0,0,0,0,0
952031PT070200J,0,0,0,0,0,0,0,0,0,0,0,0
952063PC021000J,107.85000000000005,338.85,231.00000000000006,5.684341886080802e-14,203.10000000000005,203.10000000000005,5.684341886080802e-14,243.00000000000006,243.00000000000006,245.25000000000006,413.85,315.1500000000001
952160PC070150J,294.19,486.565,679.505,431.815,102.375,68.25,198.375,232.5,238.875,294,456,403.69
952160PC070200J,2001.7500000000002,1854.1900000000003,2765.815,3497.065,3082.69,2302.875,2838.94,2571.19,1484.4400000000003,1627.3150000000003,1993.3150000000003,1544.255
952160PC070250J,0,0,0,0,0,0,0,0,0,0,0,0
952211PC030500A,24.3,24.3,0,0,0,0,0,0,0,0,0,0
952211PC030750A,0,0,0,0,0,0,0,0,33.3,33.3,0,0
952211PC031000A,7.105427357601002e-15,7.105427357601002e-15,174.75,174.75,-24.300000000000004,-24.300000000000004,-3.552713678800501e-15,-3.552713678800501e-15,153.15,153.15,-3.552713678800501e-15,42.75
952211PC031100J,0,0,0,0,0,0,0,0,0,0,0,0
952297PC031000J,3028.05,706.2,1805.25,3020.1,3253.29,2578.74,1641.03,1099.94,1325.46,1661.92,2673.76,3952.96
952297PC042000J,2499.9,1016.21,1872.13,2364.44,2393.3,2201.16,2051.5299999999997,2290.6,2073.89,1672.19,2150.7200000000003,3328.7799999999997
952297PC080750F,0,0,0,0,0,0,0,0,0,0,0,0
952297PM101000J,0,0,0,0,0,0,0,0,0,0,0,0
952297PT020500J,179.39999999999995,23.999999999999954,110.69999999999996,170.69999999999996,165.44999999999996,81.44999999999996,83.54999999999995,167.54999999999995,198.14999999999995,150.14999999999995,35.99999999999996,95.99999999999996
952297PT021000J,4406.8499999999995,1447.35,3150.8999999999996,3669.75,2767.2,4041,4371,4052.1,5357.25,4869.299999999999,4141.65,5372.4
952339PC021000J,1.7763568394002505e-14,1.7763568394002505e-14,1.7763568394002505e-14,1.7763568394002505e-14,263.25,263.25,430.35,795.45,365.1,225.45000000000002,225.45000000000002,1.7763568394002505e-14
952429PC031000J,305.7000000000001,393.0000000000001,221.55000000000013,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13
952429PC042000J,779.0899999999999,1111.11,1027.91,1052.22,948.48,1155.7,1584.83,1610.44,1200.03,1224.99,1073.8,683.8
952429PC070200J,3090.38,2727.565,3439.875,4063.69,3422.63,3938.44,4195.125,2872.125,1802.815,2244.005,3073.88,2956.88
952429PC081000J,2165.3999999999996,2084.5499999999997,1580.2499999999998,1572.8999999999999,2125.6499999999996,2067.6,1729.5,2961.15,2650.2,1685.4,1596.75,2203.5
952429PC091500J,1102,1508.25,1212.875,1008.375,1137.5,1154.25,1110,942.75,776.25,779.5,951.75,1062.25
952429PT081000J,0,0,0,0,0,0,0,0,0,0,0,0
952448PC021000J,36.75,36.75,1.7763568394002505e-15,1.7763568394002505e-15,147.45,147.45,1.7763568394002505e-15,1.7763568394002505e-15,97.5,97.5,1.7763568394002505e-15,1.7763568394002505e-15
952448PC031000J,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15,1.7763568394002505e-15
952448PC031000N,0,0,0,0,0,0,0,0,0,0,0,0
952448PC042000J,57.2,57.2,0,0,65.39,65.39,0,0,93.99,93.99,0,0
952448PC070200J,0,0,0,0,0,0,0,0,0,0,0,0
952448PT021000N,0,0,0,0,0,0,0,0,0,0,0,0
952554PC010200J,7747.320000000001,6287.280000000001,7952.250000000001,7627.260000000001,4870.365000000001,4125.51,5241.93,6395.265,9400.215,9460.935,5121.18,4701.3150000000005
952554PC031000A,40.5,0,0,175.5,175.5,0,130.95,148.64999999999998,17.7,0,7.8,7.8
952554PC031000J,545.6999999999998,607.5999999999998,593.3499999999998,373.7999999999998,286.1999999999998,141.74999999999977,349.64999999999975,429.5999999999998,117.29999999999977,202.44999999999976,312.5999999999998,389.38999999999976
952554PC031100F,0,0,0,0,0,0,0,0,0,0,0,0
952554PC091500J,3563.499999999999,2316.374999999999,3142.999999999999,3795.374999999999,2840.499999999999,4636.374999999999,5488.999999999999,4320.499999999999,3774.374999999999,3799.999999999999,3457.999999999999,2741.999999999999
952566PC030500A,156.3,129.3,120.30000000000001,207.45000000000002,140.85000000000002,160.8,214.8,210.90000000000003,205.92000000000002,102.72000000000001,144,256
952566PC031000A,11006.55,9187.05,11379,10382.699999999999,11553.3,13392.3,10926.06,11404.339999999998,12704,11195.69,11832.960000000001,14180.32
952566PC050500A,0,0,0,0,0,0,0,0,0,0,0,0
952566PC051000A,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13
952570PC060200F,0,98.26,98.26,100.47,100.47,0,0,0,193.8,193.8,0,0
952570PC060250F,290.02,290.02,0,0,0,0,0,0,0,48.62,197.54,148.92
952570PC060375F,0,0,0,0,0,0,0,0,0,0,0,0
952570PC060400F,224.57000000000002,224.57000000000002,0,147.56,374,226.44,0,514.25,1612.79,1098.54,563.38,999.77
952570PC060500F,3022.09,2345.4900000000002,1246.1000000000004,1765.6200000000003,1513,1212.27,1559.75,2190.45,2410.94,1746.92,1646.4500000000003,2114.29
952570PE060400F,0,0,0,0,0,0,0,0,0,0,0,0
952573PC050500A,0,0,0,0,0,0,0,0,0,0,0,0
952573PC051000A,157.76,1.4210854715202004e-14,195.68,195.68,77.92000000000002,77.92000000000002,1.4210854715202004e-14,214.08000000000004,291.52000000000004,77.44000000000001,154.72000000000003,154.72000000000003
952700PC050500A,0,0,0,47.52,47.52,0,0,0,0,0,0,46.88
952700PC051000A,232.95999999999998,39.51999999999998,236.48,273.59999999999997,353.28,355.99999999999994,276.32,236.16,39.19999999999998,274.24,274.24,226.88
952700PC051000F,0,0,109.8,186.14999999999998,76.35,38.7,38.7,39.75,39.75,38.1,333.75,295.65
952753PA060300R,-6.8249999999998465,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,1.5365486660812167e-13,51.10000000000016,51.10000000000016,1.5365486660812167e-13
952753PA060400R,0,0,0,0,0,0,0,0,0,0,0,0
952753PA060440R,0,0,0,0,0,0,0,0,0,0,0,0
952753PH060300R,1936.9,1688.925,991.0249999999999,418.94999999999993,230.47499999999997,709.415,532.665,574.5249999999999,574.5249999999999,358.74999999999994,418.7749999999999,414.3999999999999
952753PH060400R,0,152.6,152.6,280.875,280.875,0,96.25,96.25,0,19.25,19.25,205.45
952753PH060440R,0,0,0,0,0,0,0,0,0,0,0,0
952764PC070150F,0,0,0,0,0,0,0,0,0,0,0,0
952764PC070200A,0,0,0,0,0,0,0,0,0,0,0,0
952764PC070200F,0,0,0,0,0,0,0,0,0,0,0,0
952764PC070250F,0,0,0,0,0,0,0,0,0,0,0,0
952764PT070200A,3364.5,2825.71,2544.46,3221.625,3200.065,2743.88,3065.44,3795.94,4159.13,3230.815,2702.065,2437.13
952764PT070200F,0,0,0,0,0,0,0,0,0,0,0,0
952764PT070250A,0,0,0,0,0,0,0,0,0,0,0,0
952764PT070250F,0,0,0,0,0,0,0,0,0,0,0,0
952764PT070300A,0,0,0,0,0,0,0,0,0,0,0,0
952764PT070300F,88.69,0,0,0,0,0,0,0,0,0,0,0
952764PT070350F,0,178.875,178.875,178.5,178.5,269.065,269.065,0,360.375,360.375,0,314.44
952843PC042000J,0,0,0,0,0,0,0,0,0,0,0,0
952843PT021000J,0,0,0,0,0,0,0,0,0,0,0,0
952859PC031000J,0,0,0,0,0,0,0,0,0,0,0,0
952859PC042000J,0,0,0,0,0,0,0,0,0,0,0,0
952859PC070200F,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14,5.46229728115577e-14
952859PC070200J,0,0,0,0,0,0,0,0,0,0,0,0
952859PC070250J,0,0,0,0,0,0,0,0,0,0,0,0
952859PC070330J,0,0,0,0,0,0,0,0,0,0,0,0
952859PT021000J,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14
952872PC031000A,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14,1.1546319456101628e-14
952872PC051000A,0,0,0,0,0,0,0,0,0,0,0,0
952886PC042000J,39.70999999999998,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14,-2.1316282072803006e-14
952903PC031000A,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13,-5.115907697472721e-13
952913PA060200R,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14,-8.526512829121202e-14
952913PA060300R,0,0,0,0,0,0,0,0,0,0,0,0
952913PA060400R,285.0749999999998,35.52499999999981,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13,-1.9184653865522705e-13
952913PA060500R,99.57499999999999,99.57499999999999,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14,-1.4210854715202004e-14
952913PE060300F,41.14,0,0,0,0,0,0,0,0,157.08,157.08,0
952913PE060375F,0,0,0,0,153.17000000000002,153.17000000000002,1845.18,1845.18,-5.684341886080802e-14,-5.684341886080802e-14,-5.684341886080802e-14,11.899999999999944
952913PE060400F,0,0,0,0,0,0,0,0,0,0,0,0
952913PE060500F,0,0,0,0,299.2,299.2,0,1178.61,1178.61,0,0,14.959999999999999
952913PH060200R,528.8499999999999,525.525,442.57499999999993,500.5,1386.175,1485.75,373.0999999999998,80.84999999999982,374.8499999999998,543.3749999999998,656.9499999999998,753.8999999999997
