"","date","133715PC050500AGe","133715PC050500FGe","133715PC051000AGe","133715PC051000FGe","144934PC031000AGe","144934PC050500AGe","144934PC051000AGe","17010105PC050500AIS","17010105PC050500JIS","17010105PC051000AIS","17010105PC070200AIS","17010105PC070250AIS","17010105PT070200AIS","17010105PT070330AIS","17010702PC050500AIS","17010702PC051000AIS","17010702PC070200AIS","17010702PC070350AIS","17011901PC070200AIS","17011901PC070250AIS","17011901PC070300AIS","17011901PC081000AIS","17011901PT080500PIS","17011901PT081000AIS","17011901PT081000PIS","17013059PC050500AIS","17013059PC051000AIS","17013228PC081000AIS","17013228PT080500AIS","17013228PT081000AIS","17113015PC042000JIS","17113015PC091500JIS","17120706PC030500ANo","17120706PC031000ANo","17120706PT070200ANo","17120706PT070250ANo","17121201PC030500ANo","17121201PC031000ANo","17121201PC060500ANo","17121201PC070200ANo","17121201PC070200FNo","17121201PC070250ANo","17121201PC080500ANo","17121201PC081000ANo","17121201PT070200ANo","17121201PT070250ANo","17121201PT070330ANo","17121201PT080500ANo","17121201PT081000ANo","17121201PT081000PNo","17123003PC030500ANo","17123003PC031000ANo","17123092PC030500ANo","17123117PC031000JNo","17123117PC042000JNo","17123117PT021000JNo","17133005PC021000JIS","17133005PT020500JIS","17133005PT020750JIS","17133005PT021000JIS","17163181PC060250FIS","17163181PC060375FIS","17163181PC060375JIS","17163181PC060500FIS","17173060PC030500AIS","17173060PC031000AIS","17181313PC051000AIS","17181313PC060200AIS","17181313PC060250AIS","17181313PC060350AIS","17181313PC060500AIS","17181313PC080500AIS","17181313PC081000AIS","17183005PC042000JIS","17183005PC070250JIS","17183015PC051000NIS","17201607PC030500AIS","17201607PC031000AIS","17201607PC070200AIS","17201607PC070250AIS","17201607PC070330AIS","17223006PC080500AIS","17223006PC081000AIS","17223006PC081000JIS","17223006PC081000PIS","17223006PT081000JIS","172582PC010200AGe","172582PC010250AGe","172582PC031000AGe","172582PC060350AGe","172582PC060500AGe","172582PC060500FGe","172582PC070200AGe","172582PT070200AGe","172582PT070200FGe","172582PT070350AGe","172791PC031000AGe","172791PC070200AGe","172791PC070250AGe","172791PT070200AGe","172791PT070200FGe","172791PT081000AGe","17320105PC031000JIS","17320105PC070330JIS","217974PC081000AGe","217974PC081000JGe","217974PT081000AGe","218037PC091500JGe","219407PM100500WGe","219407PM101000JGe","219407PM101000WGe","222122PC042000JGe","223707PC020500JGe","223707PC021000JGe","224181PC030500AIS","224181PC031000AIS","36867PC030500AGe","36867PC031000AGe","37238PC070200FGe","37238PC070250FGe","37238PC070300FGe","37238PC070350FGe","37403PC030500AGe","37403PC031000AGe","37403PC060350AGe","37403PC060500AGe","45245PC020750JGe","45245PC021000JGe","45245PC091500JGe","45245PT021000JGe","45245PT091500JGe","48074PC031000AGe","48074PC051000AGe","48074PC051000FGe","48074PC051000JGe","63154PC021000FGe","63154PC021000JGe","63154PC031000JGe","63154PC042000JGe","63154PC070200JGe","63154PC091500FGe","63154PC091500JGe","63154PT021000JGe","63154PT091500JGe","900207PC010200JBe","900207PC020500JBe","900207PC021000JBe","900207PC091500JBe","903291PC021000JBe","903291PC091500JBe","903291PT021000JBe","903291PT091500JBe","907521PC021000JIb","907521PC042000JIb","907521PC051000JIb","907521PC070200JIb","907521PC070250NIb","907664PC041000JIS","907664PC042000JIS","908244PC060250AIS","908244PC060500AIS","908244PT080500AIS","908244PT080500PIS","908244PT080750PIS","908244PT081000AIS","908244PT081000PIS","908616PC031000AIb","909702PC081000AIS","909702PC081000JIS","915306PC051000AIS","915306PC060250AIS","915306PC060500AIS","915306PC070150AIS","915306PC070250AIS","920814PC060200FIb","920814PC060350FIb","920814PC060375FIb","922361PC051000FIb","922361PC060300FIb","922361PC060375FIb","922361PC060400FIb","922361PC060500FIb","922361PC070250FIb","922361PC070300FIb","922361PE060300FIb","922361PE060500FIb","922975PC051000FIb","922975PC070250FIb","922975PC070300FIb","922975PC070350FIb","923313PC041500JIS","923313PC042000JIS","923313PC060300FIS","923313PC060500FIS","923313PC070200JIS","923313PC070250JIS","923313PC070330JIS","923313PE060250FIS","923313PE060300FIS","923313PE060350FIS","923313PE060500FIS","923313PT021000JIS","923313PT070250JIS","923313PT070330JIS","923608PC060250FIb","924267PC010200AIb","924267PC031000AIb","924267PC042000AIb","924267PC051000AIb","924267PC080500AIb","924267PC081000AIb","924267PC091500AIb","924454PC030500FIS","924454PC030750FIS","924454PC031000JIS","924454PC041500FIS","924454PC042000FIS","924454PC050750FIS","924454PC051000FIS","924454PC060250FIS","924454PC060300FIS","924454PC060375FIS","924454PC060400FIS","924454PC060500FIS","924454PE060300FIS","924454PE060400FIS","924454PE060500FIS","924597PC050500FIb","924597PC051000AIb","924597PC051000FIb","924597PC051000JIb","925857PC051000AIb","925857PC051000JIb","926866PC060200FIb","926866PC060500FIb","927272PC091500JIb","928488PC031000AIb","928488PC051000AIb","928488PC051000FIb","928717PC051000FNo","928717PC060300FNo","928717PC060500FNo","928717PE060300FNo","928717PE060500FNo","928972PC021000JNo","928972PC021000NNo","930971PC042000AIS","930971PC051000AIS","930971PC051000PIS","930971PC070250AIS","930971PC070250JIS","930971PT020500AIS","930971PT021000AIS","931056PC050500FIS","931056PC051000FIS","931056PC060500FIS","931166PC031000JIS","93333PC021000JGe","93333PC042000JGe","93333PC070200JGe","93333PC070250JGe","93333PC091500JGe","93333PC091500NGe","93333PM101000JGe","950248PC031000JNo","950248PC070200JNo","950248PC091500JNo","950267PC031000NIS","950267PC081000NIS","950272PC080500FIS","950272PC091500NIS","950294PC050500FIb","950294PC051000AIb","950294PC051000FIb","950294PC051000JIb","950294PC070250FIb","950294PC070300FIb","950554PC020500AIb","950554PC021000AIb","950554PC031000AIb","950554PC070200AIb","950554PT070200AIb","950554PT070250AIb","950574PC051000JNo","950978PC091500JBe","951063PC030500AIb","951063PC030500FIb","951063PC031000AIb","951063PC031000FIb","951063PC031100AIb","951163PC020500JIS","951163PC021000JIS","951203PC010250JIS","951203PC021000JIS","951203PC030500FIS","951203PC070250FIS","951203PC070250JIS","951203PT021000JIS","951220PC051000NIb","951278PC070250JNo","951643PC042000FNo","951643PC050500FNo","951643PC051000FNo","951643PC060300FNo","951643PC060400FNo","951643PC060500FNo","951829PC031000AIb","951829PC091500AIb","951953PC050500AIS","951953PC051000AIS","952026PC010150JBe","952026PC010200JBe","952026PC010250ABe","952026PC010250JBe","952026PC031000JBe","952026PC051000JBe","952026PC081000JBe","952026PC091500JBe","952026PT081000JBe","952028PC051000ABe","952028PC051000FBe","952028PC051000JBe","952028PC060500FBe","952029PC050500FBe","952029PC050750FBe","952029PC051000FBe","952063PC021000JNo","952160PC070150JBe","952160PC070200JBe","952211PC030500AGe","952211PC030750AGe","952211PC031000AGe","952297PC031000JNo","952297PC042000JNo","952297PT020500JNo","952297PT021000JNo","952339PC021000JNo","952429PC031000JIb","952429PC042000JIb","952429PC070200JIb","952429PC081000JIb","952429PC091500JIb","952448PC021000JNo","952448PC042000JNo","952554PC010200JIb","952554PC031000AIb","952554PC031000JIb","952554PC091500JIb","952566PC030500AIS","952566PC031000AIS","952570PC060200FIS","952570PC060250FIS","952570PC060400FIS","952570PC060500FIS","952573PC051000AIS","952700PC050500AIS","952700PC051000AIS","952700PC051000FIS","952753PA060300RGe","952753PH060300RGe","952753PH060400RGe","952764PT070200AGe","952764PT070350FGe","952913PA060400RIS","952913PA060500RIS","952913PE060300FIS","952913PE060375FIS","952913PE060500FIS","952913PH060200RIS","952913PH060300RIS","952913PH060400RIS","952913PH060500RIS","952918PT070200ANo","952918PT070300ANo","952918PT070350ANo","952944PC042000JNo","952944PT021000JNo","952980PC031000JNo","952980PC042000JNo","953065PC010200AGe","953065PC030500AGe","953065PC031000AGe","953065PC050500AGe","953065PC050750AGe","953065PC051000AGe","953065PC060200AGe","953065PC060350AGe","953065PC060500AGe","953065PC060500FGe","953065PC070200AGe","953065PC070250AGe","953065PC070330FGe","953065PT070200AGe","953065PT070200FGe","953065PT070250AGe","953065PT070330AGe","953068PC030500AGe","953068PC031000AGe","953072PC031000AIb","953082PC031000AIb","953148PM100500JIS","953148PM100750JIS","953148PM101000JIS","953250PC030500ANo","953250PC031000ANo","953250PT070200ANo","953250PT070300ANo","953250PT070350ANo","953258PC060200FNo","953258PC060500JNo","953258PT020500ANo","953258PT020750ANo","953258PT021000ANo","953355PC042000JIS","953413PC021000JNo","953413PC031000JNo","953413PC070200JNo","953413PC070350JNo","953413PT021000JNo","953460PT020500ANo","953460PT021000JNo","953483PC041000JNo","953483PC041500JNo","953483PC042000JNo","953546PC042000JIb","953604PC010200AIb","953604PC010200JIb","953604PC050500AIb","953604PC051000AIb","953604PC051000FIb","953604PC051000JIb","953604PC051000NIb","953628PS--------0078BIb","953628PS--------0078LIb","953628PSFA1000J-R020CIb","953663PC050500FIS","953663PC051000FIS","953663PC051000JIS","953663PC060375FIS","953663PC060500FIS","953663PE060250FIS","953663PE060375FIS","953663PE060400FIS","953663PE060500FIS","953675PC042000JIS","953735PC031000AGe","953735PC050500FGe","953735PC051000AGe","953735PC051000FGe","953735PC051000JGe","953789PC030500FIb","953789PC031000AIb","953789PC031000FIb","953789PC060300FIb","953789PC060350AIb","953789PC060500FIb","953791PC031000AIb","953797PC070250JIS","953797PC070330JIS","953880PC060500JNo","953923PC042000JGe","953923PC051000JGe","953923PC051000WGe","953923PC091500JGe","953923PT020500JGe","953923PT020500WGe","953923PT021000JGe","953923PT021000WGe","954015PC051000AIS","954030PC042000JIb","954030PC051000AIb","954030PC051000JIb","954090PC031000AIb","954168PC031000AIb","954168PC031000FIb","954168PC050500AIb","954168PC051000AIb","954168PC051000JIb","954259PC042000JIS","954542PC051000JNo","954613PC050500FIb","954613PC051000FIb","954669PC031000AIb","954705PC070200FNo","954705PC070200JNo","954705PC070250JNo","954705PC070300FNo","954705PT070200FNo","954705PT070250JNo","954705PT070300FNo","954707PC080500FIS","954707PC081000AIS","954707PT081000AIS","954717PC050500FIS","954721PC051000AIS","954721PC051000JIS","954721PC051000PIS","954789PC010200JGe","954789PC010250JGe","954789PC031000JGe","954789PC070200JGe","954789PC091500JGe","954790PC031000NNo","954790PT020500JNo","954790PT021000JNo","954854PC020500JIS","954854PC020750JIS","954854PC021000JIS","954854PC021000NIS","954913PC050500FNo","954913PC050750FNo","954913PC051000JNo","954913PC051100JNo","954964PC031000JNo","955039PC042000JNo","955080PC020500JGe","955080PC021000JGe","955167PC051000ABe","955167PC051000FBe","955167PC051000JBe","955612PC030500FNo","955612PC030750JNo","955612PC031000ANo","955616PC070200JIS","955616PC070250AIS","955690PC031000ANo","955755PC051000AIS","955755PC051000JIS","955755PC051000PIS"
"1",201401,0,0,0,0,3105.3,1026.88,0,0,0,0,0,0,0,0,1402.24,8005.44,1232.25,0,0,501,190.13,75.32,168,723.8,2908.8,72.64,8414.72,1580.6,0,84,147.25,411.6,419.7,1073.7,1171.5,481.5,201.3,11859.3,2523.96,0,0,3789,0,0,351,390,0,1125.6,0,814.2,710.7,11208,0,636.6,1095.25,390.3,0,0,0,802.5,0,0,0,0,48.6,592.5,7517.81,385.13,1345.88,883.88,460.44,417.76,1421.56,0,0,0,0,884.1,251.25,256.5,0,0,453.88,624.4,151.5,0,0,0,10810.2,13029,7844.76,655.56,17186.63,3586.88,3195,243.38,7846.2,4429.5,614.63,874.13,117,0,0,0,0,0,0,4590.96,0,512.96,0,564.25,432,2222.7,0,4974.9,0,3154.8,2088.62,4848.06,2775.42,143.82,308.1,12269.1,19171.13,4420.44,33.9,1582.2,1309.44,276.3,1229.28,618.6,2915.84,20.16,0,51,289.2,4602,0,15120.38,0,4329.6,216.3,0,3676.16,0,1829.1,6660.96,2112.3,8134.32,810.3,1027.68,2576.1,302.5,843.2,5653.13,355.88,0,1587.75,168.39,139.32,0,0,0,0,0,7387.5,0,0,1127.36,3168,450.36,441.38,1161.75,0,112.2,0,3042.6,1270.92,74.8,134.64,3097.74,2703,1439.56,0,0,7016.1,1295.74,8516.32,0,186,732.25,287.98,96.9,316.13,343.5,405.75,383.18,1293.36,295.46,0,1079.1,146.25,131.63,4427.82,2537.6,14478.6,97,8481.6,223.16,2280.6,1725.12,447.6,0,1922.7,126.75,0,87.3,291.9,0,0,1257.66,0,442.68,0,0,0,0,439.68,158.4,0,0,0,787.85,445.4,57.84,15285.3,24917.76,245.7,2865,759.9,571.88,0,0,1440.3,0,908.5,1219.52,349.47,0,0,111.9,837.6,4636.16,0,0,942,3173.4,787.75,2557.13,0,4469.52,262.56,0,676.8,1493.25,85.92,0,0,0,1355.28,0,0,2529.9,910.72,0,0,0,510,2588.4,0,0,0,110.4,940.32,0,173.1,10910.4,609,0,0,1036.2,0,0,0,0,488.25,345,0,1212.38,145.25,177.28,0,0,0,148.24,10170,1129.92,0,0,0,11552,0,8832.64,16925.4,5329.6,3671.64,2180.4,349.16,706.24,1220.16,0,782.68,1008.96,0,1333.76,0,0,3601.13,0,0,0,939,1492.25,490.2,1848.3,0,777.9,284,0,455.84,118.08,487.2,293,3684.48,0,1055.4,5226.48,0,0,0,0,0,704.48,0,0,156.48,0,1541.25,0,0,0,0,2974.5,2647.5,0,0,0,0,0,0,0,769.5,923.25,917.25,0,7360.2,378,744.5,0,291.3,10947.3,2797.44,0,931.84,3046.13,4168.13,2341.8,720.46,8572.88,137.63,187.68,0,251.63,0,186.38,0,4030.5,0,0,0,0,0,4585.8,360.9,1243.5,0,1808.25,1808.8,3562.56,2816.4,145.5,2216.4,0,0,0,0,0,0,0,457.2,0,0,143,1515.25,0,0,0,3892.8,1060.2,0,0,518007,514138,4275.8,766.4,0,155.84,302.26,182.58,182.24,288.32,0,138.04,290.75,22284.3,549.76,0,998.8,0,0,0,4813.5,0,0,0,4651.5,0,520.5,6153.84,235.25,570.24,0,57.6,0,0,147.6,0,0,96.25,2393.6,311.36,14728.2,4265.4,0,0,1956.48,0,337.75,0,0,0,3169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",201402,0,0,0,0,2815.5,839.68,233.6,0,0,0,0,0,0,0,715.2,8072,0,0,0,0,0,148.68,120,151.76,2479.5,0,5996.16,1004.08,0,101.36,439.25,491.52,3645.9,837.6,2699.63,989.63,0,9770.1,879.84,0,261.38,36.75,0,0,675.38,87,0,2951.2,0,1173.3,1302.9,10743.3,0,664.2,1974.5,1828.2,0,109.2,0,661.2,0,0,0,0,0,1860,6384.47,0,403.5,0,0,98.56,834.68,0,740.63,144.64,0,1867.5,0,0,364.5,221.48,1434.16,159.88,215.7,0,0,0,16149.6,11539.88,8104.32,266.04,17946.75,3117.75,2583.38,307.5,6815.1,5019,864,689.25,117,0,0,0,0,0,0,4722.24,0,1647.24,0,240.5,1063.8,2323.5,0,6352.8,0,3708.6,3338.46,7237.92,716.04,230.18,1032,10262.4,17691.38,3057.84,54,2530.8,703.68,414.3,855.12,1227.3,4285.76,20.16,0,0,0,1668.3,0,15177.38,56.4,1734,342,169.92,7292.16,0,2297.4,5723.52,1621.8,6666.48,894.9,634.56,2386.2,257.5,1618.24,4974.4,599.63,0,1552.25,790.5,285.12,104.16,0,0,73.08,0,4734.9,0,0,564.48,0,0,0,0,34.34,1628.6,374,706.8,1310.36,165.24,54.06,1779.9,2432.7,1044.82,0,0,974.1,670.48,2340.9,0,0,340.5,1984.24,270.3,0,375.38,1044,0,2525.52,0,29.92,1333.2,145.13,51,4403.68,1970.56,14103.9,337.75,3920.64,541.52,1739.08,4487.4,1613.1,350.7,567,168,46.75,0,116.1,0,199.92,905.76,295.8,224.06,75.82,0,0,0,230.72,80.64,0,1958.72,0,383.75,0,454.56,15813,21774.4,288.9,768,156.4,128.52,0,0,1425,0,1142,1187.2,347.16,0,0,151.8,1098,5240,0,0,0,2535,1116.75,4198.13,0,2695.44,710.16,336,2442,1147.5,161.28,689.7,0,0,628.32,0,0,1264.5,921.6,1146.48,2093.72,869.1,1902,4041.3,0,0,0,221.76,2244,0,0,7708.8,1011.6,0,0,301.8,0,0,0,0,0,984,73.92,1269,628.75,246.4,0,0,584.46,439.62,9159,1644.72,260.16,233.28,0,10618.88,0,1484.16,9547.2,3563.84,3959.76,1234.8,184.8,361.92,1147.52,0,567.12,428.48,0,226.56,0,0,3921.75,0,0,0,1189.8,1918,63,4737.6,0,1539.9,449.25,2522.25,1741.32,1087.92,340.5,203.5,4078.08,0,1146.3,6560.16,0,0,0,0,146.2,1502.46,0,89.6,235.52,77.7,1378.13,0,0,0,354.75,2026.5,0,0,0,0,0,0,0,0,216.75,1843.13,780,0,6823.5,762,1284.25,0,342.6,8568.6,3084.8,0,1124.48,3444.75,5403.38,1498.68,794.92,6089.25,640.88,0,0,0,0,0,0,4683,0,0,0,0,0,1796.4,0,1288.88,0,1466.63,1696.26,1530.36,1392.3,164.4,1195.5,0,70.5,0,0,0,411.3,0,0,0,0,383.5,2343.75,1610.88,1614.72,0,1872,94.5,0,372.48,400256,403328,4462.73,2160.64,69,231.68,87.04,147.56,193.12,0,0,268.26,578.5,18042.9,172.8,0,325.08,0,99.6,0,5163.3,0,0,0,7265.4,0,0,5197.68,984.5,318.4,0,0,0,0,217.2,0,0,432.5,384.64,368,13022.1,4042.2,0,0,3589.76,0,330.25,0,0,0,508.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",201403,0,0,0,0,2872.8,1558.72,0,0,0,0,0,0,0,0,1138.56,3154.88,1238.63,0,0,0,182.63,143.36,122.1,1049.44,3270.9,90.24,6449.6,1407.84,0,807.8,0,0,3280.2,624.6,0,0,0,2627.4,0,0,0,0,0,0,0,0,0,829.08,0,0,1484.7,7954.8,0,3638.1,1941,1995.6,0,0,0,365.1,0,0,0,0,0,1824.6,6554.24,0,562.5,0,0,221.2,379.4,0,0,0,48.6,2013.3,0,0,0,0,2120.16,201.32,304.5,0,0,0,13586.7,13469.63,7067.88,620.64,21860.63,3406.88,1661.25,424.13,7356.6,4529.25,1200.38,569.63,175.5,0,166.2,753.75,0,0,0,2820.24,0,794.92,0,0,620.7,2088.9,0,2184.6,0,3168,2890.34,6622.18,1236.92,735.42,1386.3,12425.1,17589.75,4151.52,17.1,2875.8,1066.08,250.8,1169.04,1845.9,3275.84,60.48,0,78,0,2014.5,0,9767.63,0,2904,368.4,0,9378.56,0,1777.5,6701.76,2275.2,6150,889.8,573.36,2848.5,241.25,723.2,6478.5,0,0,3916,1221,17.64,0,0,0,184.8,0,3704.1,0,0,576,2327.25,0,0,468.38,52.36,673.2,1161.1,915,333.54,112.2,154.36,1133.22,2020.28,795.6,0,0,1426.2,560.66,3859,0,218,352.5,204.34,265.2,363.75,487.5,831.75,196.18,2176,0,98.6,1257,185.25,87.75,5851.4,3809.92,19890,280,7249.92,350,1732.92,2219.52,431.7,185.7,896.4,0,49.25,187.5,94.2,184.28,0,2825.06,0,298.18,0,0,0,0,373.12,0,0,1297.6,0,0,286.62,230.16,16323.9,21153.6,129,1338.9,287.98,311.78,0,0,907.5,0,1412.25,1599.68,404.25,0,0,124.5,1293.3,6473.92,0,947.24,330.9,3019.8,1971,4081.88,772.88,3831.12,623.28,2470.08,1863,2460,657.36,0,0,0,1186.08,0,0,2035.8,622.08,221,0,1709.1,4380,6812.7,0,0,0,0,1557.36,0,247.2,3472.8,90.72,0,0,870.9,9.6,0,0,0,1281.75,1083.6,168.32,1527,288.5,728.32,0,0,0,0,10779.6,1177.44,0,0,0,8013.44,0,4359.68,9516.9,1934.08,3874.92,1755.84,306.32,389.12,1106.88,0,551.14,1011.52,0,1098.88,0,0,3087.75,0,0,0,2310.6,1620.25,232.8,3125.7,59.1,1618.2,792,4957.88,1460.76,1372.08,30,80,3592.96,0,1293.6,6015.84,0,0,0,0,149.94,599.76,0,0,0,0,306.38,0,0,368.25,167.63,2730.38,739.88,0,0,0,0,0,0,0,721.88,4193.25,780,0,7273.5,1167.9,1161.75,0,441.9,10099.8,2687.68,0,2523.2,2222.25,4476.75,1019.52,749.36,10331.63,669.38,0,0,250.88,0,219.38,0,4173.6,0,0,0,0,0,3555.6,162,1563.38,0,1688.63,1952.96,1191.24,2088,110.1,1365,0,221.4,0,0,0,718.2,0,927.6,0,0,48.5,1129.75,0,0,0,3587.84,0,0,0,372176,327998,3892.99,611.52,0,232.64,0,0,0,0,0,0,290.25,19023.3,524.8,0,933.64,0,0,0,2187.9,0,0,0,1608.9,0,505.5,9265.32,288.5,1777.6,239.04,0,0,0,363,0,0,0,3231.68,83.2,15788.4,3547.8,0,0,2996.8,0,326.5,0,0,0,3200.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",201404,0,0,0,0,3969.9,1471.04,120.96,0,0,0,0,0,0,0,1579.2,6045.76,0,0,0,941.63,0,0,139.5,662.76,2557.2,0,6210.88,2124.36,0,619.92,269,989.52,1738.2,514.8,1239.38,1968,168.9,5995.5,419.4,0,0,2894.63,0,0,0,0,307.13,1341.48,0,0,1367.1,11952.9,0,3152.7,3414,2966.7,0,0,0,816.6,0,566.78,0,0,49.2,3272.4,8347.2,191.25,596.63,0,432.72,348.04,509.32,48.5,0,0,365.4,1431.9,0,0,0,0,2124.92,518.28,279.3,0,0,0,14975.1,18471.75,9171.72,1128.96,24603,5661.38,2602.13,399.75,10469.4,3273.75,688.13,912.75,117,0,556.8,0,0,0,0,3012.96,0,393.68,0,566.75,1267.2,2735.1,0,3607.5,0,3690.9,3391.84,6085.66,79.56,473.28,1081.8,15828.9,19094.63,4401.36,126.9,2756.4,1316.16,480.6,1233.84,1332.3,5035.52,76.48,0,54,180,1769.1,0,9938.63,0,2802.72,550.2,172.32,10833.92,0,2523,7131.6,2223.6,6924,1147.8,760.32,3446.7,177.5,1342.4,4874.63,643.88,223.75,2803,510,0,0,0,0,719.32,0,6906.9,0,0,565.76,1179,834.12,0,292.5,84.66,926.84,931.26,1307.7,592.96,336.6,43.18,1801.66,2050.88,486.2,0,0,1395,309.4,3415.64,0,147,617.25,196.52,54.06,0,615.38,1150.88,191.76,553.86,0,239.36,1002.9,246.75,97.5,7807.76,3769.6,19841.7,189,7416.96,264.32,1891.68,3750,585,0,1596.9,0,0,0,147.3,0,0,1749.64,0,263.5,0,0,148.92,0,312.64,312.64,81.92,1972.8,0,183.05,0,279.36,13680.3,25801.28,75.6,869.1,116.28,87.38,0,0,1356,150,1422.5,1105.28,380.16,0,0,208.2,1479.9,4356.8,195.6,990.42,604.8,3729.9,1991.25,5740.13,1482,5048.64,334.8,2607.42,2420.7,2857.5,526.08,1410,0,0,962.16,0,0,614.1,0,0,0,95.7,2900.4,11787.9,0,0,0,279.04,1020.48,0,0,3836.1,147.56,0,0,720.8,875.52,72.3,298.8,240.38,1702.13,2002.2,391.36,249.38,139.25,75.84,77.4,196.52,0,297.84,12920.1,2535.12,0,0,0,15377.92,0,5724.8,13356.3,3921.92,6063.4,1985.52,429.52,588.8,1955.52,0,888.42,1064,0,373.44,0,0,5498.25,0,0,0,3700.2,2918.45,316.8,5050.8,0,1275.9,237,3310.5,1576.96,1651.68,205.2,329.5,8974.08,0,1033.5,5924.64,0,0,0,0,0,445.06,467.52,0,229.76,0,934.88,0,0,0,366,2622.75,448.5,0,0,0,0,0,0,0,469.88,3445.88,760.5,0,8328.9,1592.7,2280.75,0,202.2,10193.7,2279.36,0,1719.68,4633.5,4375.13,1226.16,448.12,6085.5,87.75,119.34,0,175.5,0,0,0,5236.8,0,0,0,0,0,3882.3,83.4,292.5,0,1526.25,2142,2481.48,3818.4,141.9,2383.8,327.5,0,0,0,0,1453.2,0,979.8,0,0,96.25,1859.5,1608.32,0,0,4200.64,233.1,393.92,0,274096,278384,2802.93,564.8,0,391.36,358.7,332.52,0,0,0,0,481.75,19604.1,697.28,0,1142.08,0,0,0,831.3,0,0,0,3895.2,0,56.25,10281.6,526,482.56,0,0,0,0,864.3,0,0,915,2097.28,394.24,18938.1,4056,0,0,2621.12,0,343,0,0,15.9,3715.8,0,0,0,0,0,0,0,0,0,0,276.8,78.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
