Link (Cust + PH),Country,ABC-XYZ,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712
17013228PT080500A,ISEEI,C-Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,316.68,217.56,0,339.64,0,507.32,-260.48,109.5,0,342.3,0,0,227.4,0,0,0,0,231,0,0,202.2,0,0,0,221.4,230.4,0,0,0,0,219.9,0,0
17013228PT081000A,ISEEI,C-Z,84,101.36,807.8,619.92,236.6,316.4,436.8,43.12,0,0,0,0,0,0,906.64,700.56,265.44,226.24,526.68,0,152.88,0,78.9,133.8,90,450.9,970.5,90,270,127.8,215.1,137.7,146.7,0,0,152.7,0,609,757.8,0,455.1,153.3,607.5,267.9,0,0,0,0
17113015PC042000J,ISEEI,B-Y,147.25,439.25,0,269,813.25,214,444,0,434.25,220,197.5,423.5,0,94.25,143.26,524.42,245.18,0,237.9,45.5,241.54,679.64,289.38,140.4,94.12,147.94,570.18,337.74,0,0,145.34,141.18,135.72,583.18,145.34,340.08,0,0,666.12,206.96,291.2,137.02,133.38,191.36,145.6,197.6,193.18,244.14
17113015PC091500J,ISEEI,A-Y,411.6,491.52,0,989.52,799.68,"1,322.40","2,055.84",307.44,150.72,105.6,"1,316.40","2,456.88","2,804.64",841.2,"1,411.92","2,308.08",702,828.96,"2,278.08","1,191.36",951.84,"1,927.81",370,"3,337.50",204.75,817.5,"3,003.00","1,889.75",969,"1,584.50",519.25,"1,758.25",836.75,"2,059.00","2,150.50","1,636.50",0,0,"1,585.75","1,738.75","2,504.50","1,469.75","2,029.25","2,990.25",173,470,444.5,"1,496.75"
17120701PT021000J,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,294.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120702PC050250A,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120702PC050500A,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,0,0,0,0,0,0,0,251.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120702PC051000A,"Nordics, Poland & Russia",NOT SOLD IN THE LAST YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17120706PC030500A,"Nordics, Poland & Russia",A-X,419.7,"3,645.90","3,280.20","1,738.20","2,739.30","1,184.70","1,933.50","2,452.50","1,755.00","2,352.30","1,698.90","3,765.60","1,461.90","2,806.50","1,344.00","2,505.60","1,569.00","1,935.30","2,687.10","1,762.20","2,623.80","2,032.50",891,"3,762.60","2,082.90","2,200.20","1,763.40","1,187.40","2,646.30","1,662.30","2,161.20","1,643.70","3,029.10","1,312.80","1,758.30","2,671.80","1,625.40","1,742.40","2,083.80",663.9,"1,967.10","3,337.80",816.3,"1,914.90","2,228.70",868.2,"2,494.70","3,226.56"
17120706PC031000A,"Nordics, Poland & Russia",B-X,"1,073.70",837.6,624.6,514.8,474.6,340.2,407.1,569.7,0,704.1,545.1,405,699,429.9,260.7,"1,106.70",114.9,409.2,525.6,2.1,521.7,848.7,0,929.1,799.2,261.6,0,263.4,521.7,528.6,264.3,0,771.3,825.9,0,0,612,"1,058.70",274.5,664.2,405.3,604.2,534.6,404.1,706.2,0,501.98,848.96
